match_id,date,player_name,team,opponent_team,runs,balls,fours,sixes,dismissals,strike_rate,balls_bowled,runs_conceded,wickets,economy,form_batting_5,form_bowling_5,rolling_index,fantasy_points
1472526,2025-08-02,A Athanaze,West Indies,Pakistan,2.0,4.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,,,,2.0
1472527,2025-08-03,A Athanaze,West Indies,Pakistan,60.0,40.0,8.0,1.0,40.0,150.0,0.0,0.0,0.0,0.0,,,,70.0
1505125,2025-10-27,A Athanaze,West Indies,Bangladesh,34.0,30.0,4.0,1.0,30.0,113.33,0.0,0.0,0.0,0.0,,,,40.0
1505126,2025-10-29,A Athanaze,West Indies,Bangladesh,52.0,33.0,5.0,3.0,33.0,157.58,0.0,0.0,0.0,0.0,,,,63.0
1505127,2025-10-31,A Athanaze,West Indies,Bangladesh,1.0,8.0,0.0,0.0,8.0,12.5,0.0,0.0,0.0,0.0,29.8,0.0,17.88,1.0
1502748,2025-09-28,A Augastin,Unknown,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,,,,25.0
1502755,2025-10-02,A Augastin,Tanzania,Namibia,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,,,,25.0
660113,2013-11-16,A Bagai,Canada,Ireland,19.0,15.0,0.0,0.0,15.0,126.67,0.0,0.0,0.0,0.0,,,,19.0
1142504,2018-06-17,A Balbirnie,Ireland,Scotland,2.0,3.0,0.0,0.0,3.0,66.67,0.0,0.0,0.0,0.0,,,,2.0
1172506,2019-02-13,A Balbirnie,Ireland,Oman,5.0,8.0,0.0,0.0,8.0,62.5,0.0,0.0,0.0,0.0,,,,5.0
1168521,2019-07-12,A Balbirnie,Ireland,Zimbabwe,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,1.0
1200426,2019-09-17,A Balbirnie,Ireland,Scotland,17.0,8.0,3.0,0.0,8.0,212.5,0.0,0.0,0.0,0.0,,,,20.0
1197522,2019-10-06,A Balbirnie,Ireland,Oman,14.0,9.0,3.0,0.0,9.0,155.56,0.0,0.0,0.0,0.0,7.8,0.0,4.68,17.0
1197526,2019-10-09,A Balbirnie,Ireland,Nepal,26.0,17.0,5.0,0.0,17.0,152.94,0.0,0.0,0.0,0.0,12.6,0.0,7.56,31.0
1199523,2019-10-23,A Balbirnie,Ireland,Canada,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,6.96,0.0
1199548,2019-11-02,A Balbirnie,Ireland,Namibia,6.0,3.0,1.0,0.0,3.0,200.0,0.0,0.0,0.0,0.0,12.6,0.0,7.56,7.0
1273722,2021-10-22,A Balbirnie,Ireland,Namibia,1.0,3.0,0.0,0.0,3.0,33.33,0.0,0.0,0.0,0.0,9.4,0.0,5.64,1.0
1291187,2021-12-22,A Balbirnie,Ireland,United States of America,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,3.96,0.0
1299594,2022-02-12,A Balbirnie,Ireland,Oman,54.0,36.0,5.0,3.0,36.0,150.0,0.0,0.0,0.0,0.0,12.2,0.0,7.32,65.0
1299581,2022-02-22,A Balbirnie,Ireland,Oman,12.0,9.0,3.0,0.0,9.0,133.33,0.0,0.0,0.0,0.0,14.6,0.0,8.76,15.0
1303308,2022-06-28,A Balbirnie,Ireland,India,2.0,5.0,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,13.8,0.0,8.28,2.0
1384637,2023-08-20,A Balbirnie,Ireland,India,39.0,26.0,5.0,1.0,26.0,150.0,0.0,0.0,0.0,0.0,21.4,0.0,12.84,46.0
1408103,2023-12-07,A Balbirnie,Ireland,Zimbabwe,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,12.84,0.0
1426830,2024-05-10,A Balbirnie,Ireland,Pakistan,56.0,42.0,6.0,2.0,42.0,133.33,0.0,0.0,0.0,0.0,21.8,0.0,13.08,66.0
1426831,2024-05-12,A Balbirnie,Ireland,Pakistan,16.0,13.0,3.0,0.0,13.0,123.08,0.0,0.0,0.0,0.0,22.6,0.0,13.56,19.0
1426832,2024-05-14,A Balbirnie,Ireland,Pakistan,27.0,21.0,2.0,2.0,21.0,128.57,0.0,0.0,0.0,0.0,27.6,0.0,16.56,33.0
1415708,2024-06-05,A Balbirnie,Ireland,India,5.0,11.0,1.0,0.0,11.0,45.45,0.0,0.0,0.0,0.0,20.8,0.0,12.48,6.0
1415713,2024-06-07,A Balbirnie,Ireland,Canada,3.0,7.0,0.0,0.0,7.0,42.86,0.0,0.0,0.0,0.0,21.4,0.0,12.84,3.0
1415736,2024-06-16,A Balbirnie,Ireland,Pakistan,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,6.12,0.0
1197526,2019-10-09,A Bohara,Unknown,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,,,,25.0
1299593,2022-02-11,A Bohara,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,15.0,7.2,,,,375.0
1299596,2022-02-14,A Bohara,Unknown,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,6.0,11.0,,,,150.0
1299566,2022-02-18,A Bohara,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,15.0,3.6,,,,375.0
1299576,2022-02-21,A Bohara,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,8.6,34.4,150.0
1299584,2022-02-24,A Bohara,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,6.0,0.0,10.8,43.2,300.0
1405321,2023-11-02,A Bohara,Nepal,Oman,1.0,1.0,0.0,0.0,1.0,100.0,21.0,16.0,21.0,4.57,0.2,12.0,48.12,526.0
1405327,2023-11-05,A Bohara,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,17.0,37.0,17.0,13.06,0.2,14.2,56.92,425.0
1422037,2024-02-27,A Bohara,Unknown,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,13.5,0.2,12.0,48.12,100.0
1422040,2024-03-01,A Bohara,Unknown,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,8.4,0.2,11.8,47.32,125.0
1422043,2024-03-05,A Bohara,Unknown,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,9.6,38.52,25.0
1415707,2024-06-04,A Bohara,Unknown,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,5.8,23.2,50.0
1415737,2024-06-16,A Bohara,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,8.0,8.25,0.0,4.0,16.0,200.0
1450822,2024-10-05,A Busing-Volschenk,Namibia,United States of America,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1502164,2025-09-15,A Busing-Volschenk,Unknown,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.0,,,,50.0
1405314,2023-10-30,A Chaudhary,Singapore,Nepal,15.0,9.0,3.0,0.0,9.0,166.67,4.0,2.0,4.0,3.0,,,,118.0
1405317,2023-10-31,A Chaudhary,Singapore,Oman,2.0,11.0,0.0,0.0,11.0,18.18,6.0,7.0,6.0,7.0,,,,152.0
1479322,2025-04-10,A Chenthamara,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,7.0,7.71,,,,175.0
1479327,2025-04-13,A Chenthamara,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,,,,75.0
1504941,2025-09-29,A Chenthamara,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,9.0,4.67,,,,225.0
1503452,2025-10-08,A Chenthamara,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,3.43,,,,175.0
1122729,2017-12-20,A Dananjaya,Sri Lanka,India,2.0,2.0,0.0,0.0,2.0,100.0,13.0,12.0,13.0,5.54,,,,327.0
1122730,2017-12-22,A Dananjaya,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,16.0,,,,75.0
1122731,2017-12-24,A Dananjaya,Sri Lanka,India,9.0,3.0,2.0,0.0,3.0,300.0,3.0,3.0,3.0,6.0,,,,86.0
1130746,2018-02-15,A Dananjaya,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,9.75,,,,200.0
1130747,2018-02-18,A Dananjaya,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,2.25,2.2,7.0,29.32,200.0
1133819,2018-03-10,A Dananjaya,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,9.0,12.0,1.8,6.2,25.88,225.0
1133820,2018-03-12,A Dananjaya,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,7.2,1.8,6.6,27.48,125.0
1133822,2018-03-16,A Dananjaya,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.4,25.6,50.0
1262760,2021-07-29,A Dananjaya,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,4.0,0.0,6.0,24.0,150.0
1419824,2024-03-04,A Dananjaya,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,4.8,19.2,50.0
1481315,2025-04-27,A Desai,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,13.0,9.69,,,,325.0
1384585,2023-07-11,A Dhingra,Unknown,France,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,9.75,,,,200.0
1257945,2021-04-17,A Dutt,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,24.0,,,,25.0
1257948,2021-04-20,A Dutt,Netherlands,Nepal,0.0,3.0,0.0,0.0,3.0,0.0,3.0,7.0,3.0,14.0,,,,75.0
1321473,2022-07-14,A Dutt,Unknown,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,6.0,,,,100.0
1422038,2024-02-28,A Dutt,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,5.33,,,,225.0
1422039,2024-02-29,A Dutt,Unknown,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,11.0,13.64,0.0,5.6,22.4,275.0
1422041,2024-03-02,A Dutt,Netherlands,Nepal,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,21.6,0.0
1422042,2024-03-03,A Dutt,Unknown,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.2,20.8,50.0
1415727,2024-06-13,A Dutt,Netherlands,Bangladesh,15.0,12.0,1.0,1.0,12.0,125.0,14.0,12.0,14.0,5.14,3.0,7.2,30.6,368.0
1446763,2024-08-25,A Dutt,Unknown,United States of America,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,6.0,10.0,3.0,6.6,28.2,150.0
1446766,2024-08-28,A Dutt,Netherlands,United States of America,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,3.0,5.0,21.8,75.0
1485941,2025-06-19,A Dutt,Netherlands,Nepal,7.0,6.0,0.0,1.0,6.0,116.67,2.0,2.0,2.0,6.0,4.4,5.4,24.24,59.0
1498662,2025-08-30,A Dutt,Netherlands,Bangladesh,13.0,9.0,1.0,0.0,9.0,144.44,18.0,30.0,18.0,10.0,7.0,8.6,38.6,464.0
1498663,2025-09-01,A Dutt,Netherlands,Bangladesh,30.0,25.0,3.0,1.0,25.0,120.0,24.0,14.0,24.0,3.5,10.0,10.6,48.4,635.0
1498664,2025-09-03,A Dutt,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,20.0,5.7,10.0,13.4,59.6,500.0
1286685,2021-11-13,A Ferguson,Argentina,Canada,8.0,6.0,1.0,0.0,6.0,133.33,0.0,0.0,0.0,0.0,,,,9.0
1403289,2023-10-19,A Gorawara,Hong Kong,Nepal,4.0,5.0,0.0,0.0,5.0,80.0,0.0,0.0,0.0,0.0,,,,4.0
1426477,2024-04-20,A Gorawara,Hong Kong,Nepal,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1488334,2025-06-21,A Gulati,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,,,,25.0
1384587,2023-07-12,A Halbhavi,Luxembourg,France,4.0,4.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,,,,4.0
1481307,2025-04-21,A Harris,Bahamas,Canada,3.0,4.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0,0.0,,,,3.0
1344787,2022-11-16,A Johnson,Canada,Oman,71.0,52.0,5.0,5.0,52.0,136.54,0.0,0.0,0.0,0.0,,,,86.0
1344792,2022-11-20,A Johnson,Canada,Oman,39.0,26.0,4.0,2.0,26.0,150.0,0.0,0.0,0.0,0.0,,,,47.0
1344795,2022-11-21,A Johnson,Canada,Oman,45.0,29.0,5.0,3.0,29.0,155.17,0.0,0.0,0.0,0.0,,,,56.0
1425122,2024-04-09,A Johnson,Canada,United States of America,3.0,9.0,0.0,0.0,9.0,33.33,0.0,0.0,0.0,0.0,,,,3.0
1425124,2024-04-12,A Johnson,Canada,United States of America,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,18.96,0.0
1425125,2024-04-13,A Johnson,Canada,United States of America,1.0,4.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,17.6,0.0,10.56,1.0
1415701,2024-06-01,A Johnson,Canada,United States of America,17.0,11.0,4.0,0.0,11.0,154.55,0.0,0.0,0.0,0.0,13.2,0.0,7.92,21.0
1415722,2024-06-11,A Johnson,Canada,Pakistan,37.0,32.0,4.0,2.0,32.0,115.62,0.0,0.0,0.0,0.0,11.6,0.0,6.96,45.0
1450823,2024-09-28,A Johnson,Canada,Nepal,2.0,3.0,0.0,0.0,3.0,66.67,0.0,0.0,0.0,0.0,11.4,0.0,6.84,2.0
1450825,2024-09-30,A Johnson,Canada,Oman,2.0,8.0,0.0,0.0,8.0,25.0,12.0,4.0,12.0,2.0,11.8,2.4,16.68,302.0
1476795,2025-03-19,A Johnson,Canada,Namibia,5.0,6.0,1.0,0.0,6.0,83.33,0.0,0.0,0.0,0.0,12.6,2.4,17.16,6.0
1476797,2025-03-22,A Johnson,Canada,Namibia,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.2,2.4,15.12,0.0
1286681,2021-11-11,A Kirschbaum,Unknown,United States of America,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,4.0,,,,150.0
1286685,2021-11-13,A Kirschbaum,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.5,,,,100.0
1190776,2019-07-28,A Krishna,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,9.0,,,,50.0
1321465,2022-07-11,A Krishna,Unknown,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,11.0,7.64,,,,275.0
1321470,2022-07-12,A Krishna,Singapore,United States of America,8.0,6.0,1.0,0.0,6.0,133.33,0.0,0.0,0.0,0.0,,,,9.0
1405314,2023-10-30,A Krishna,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,7.0,9.43,,,,175.0
1405317,2023-10-31,A Krishna,Singapore,Oman,5.0,2.0,1.0,0.0,2.0,250.0,4.0,13.0,4.0,19.5,2.6,4.8,20.76,106.0
1502753,2025-09-30,A Limdawala,Malawi,Namibia,1.0,2.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,,,,1.0
1197397,2019-08-18,A Morris,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,11.0,10.91,,,,275.0
1197399,2019-08-19,A Morris,Unknown,United States of America,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,50.0
1197402,2019-08-22,A Morris,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,,,,125.0
1399153,2023-10-01,A Morris,Cayman Islands,Canada,0.0,4.0,0.0,0.0,4.0,0.0,2.0,5.0,2.0,15.0,,,,50.0
1399156,2023-10-04,A Morris,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,11.0,9.27,0.0,6.2,24.8,275.0
1489585,2025-06-13,A Morris,Unknown,Canada,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,10.0,13.2,0.0,6.0,24.0,250.0
1488328,2025-06-16,A Morris,Cayman Islands,Canada,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,22.4,0.0
1479320,2025-04-09,A Nagarajan,Qatar,Nepal,8.0,7.0,0.0,1.0,7.0,114.29,0.0,0.0,0.0,0.0,,,,10.0
1384587,2023-07-12,A Nanda,Luxembourg,France,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1436484,2024-06-13,A Nanda,Unknown,France,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,,,,50.0
1305498,2022-03-28,A Nao,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,12.0,7.0,,,,300.0
1423373,2024-03-07,A Nao,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,15.0,1.2,,,,375.0
1423374,2024-03-08,A Nao,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,13.0,7.38,,,,325.0
1423444,2024-03-13,A Nao,Papua New Guinea,Nepal,14.0,4.0,0.0,2.0,4.0,350.0,3.0,0.0,3.0,0.0,,,,93.0
1415709,2024-06-05,A Nao,Unknown,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,15.0,4.0,2.8,11.6,48.08,375.0
1399154,2023-10-03,A Natubhai Ahir,Panama,Canada,9.0,9.0,1.0,0.0,9.0,100.0,3.0,2.0,3.0,4.0,,,,85.0
1197143,2019-09-18,A Ndlovu,Zimbabwe,Bangladesh,1.0,3.0,0.0,0.0,3.0,33.33,10.0,21.0,10.0,12.6,,,,251.0
1404392,2023-10-27,A Ndlovu,Unknown,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,25.0
1404393,2023-10-29,A Ndlovu,Unknown,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,,,,75.0
1404394,2023-10-30,A Ndlovu,Zimbabwe,Namibia,2.0,2.0,0.0,0.0,2.0,100.0,14.0,11.0,14.0,4.71,,,,352.0
1425126,2024-05-03,A Ndlovu,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,15.0,0.6,6.8,27.56,150.0
1425127,2024-05-05,A Ndlovu,Zimbabwe,Bangladesh,5.0,4.0,1.0,0.0,4.0,125.0,14.0,21.0,14.0,9.0,1.4,7.6,31.24,356.0
966745,2016-02-24,A Nehra,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,10.0,4.8,,,,250.0
966765,2016-03-06,A Nehra,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,12.0,,,,100.0
951329,2016-03-15,A Nehra,India,New Zealand,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
951353,2016-03-23,A Nehra,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,6.86,,,,175.0
1172510,2019-02-17,A Neill,Unknown,Oman,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,12.0,5.0,,,,300.0
1200428,2019-09-19,A Neill,Unknown,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.5,,,,100.0
1273741,2021-11-02,A Nortje,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,18.0,2.67,,,,450.0
1278687,2022-06-09,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,6.0,9.0,,,,150.0
1278688,2022-06-12,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,8.0,12.75,,,,200.0
1278689,2022-06-14,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,,,,50.0
1278690,2022-06-17,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,28.0,25.0
1327506,2022-09-28,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,10.0,8.4,0.0,5.4,21.6,250.0
1327507,2022-10-02,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,8.0,15.75,0.0,5.8,23.2,200.0
1298156,2022-10-27,A Nortje,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,16.0,5.25,0.0,7.4,29.6,400.0
1298164,2022-10-30,A Nortje,Unknown,India,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,12.0,0.0,7.2,28.8,25.0
1298170,2022-11-03,A Nortje,South Africa,Pakistan,1.0,5.0,0.0,0.0,5.0,20.0,15.0,33.0,15.0,13.2,0.2,10.0,40.12,376.0
1415721,2024-06-10,A Nortje,Unknown,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,9.0,5.33,0.2,9.8,39.32,225.0
1415731,2024-06-14,A Nortje,Unknown,Nepal,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,14.0,5.14,0.2,11.0,44.12,350.0
1415741,2024-06-19,A Nortje,Unknown,United States of America,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,0.2,9.0,36.12,150.0
1309701,2022-04-08,A Otwani,Uganda,Namibia,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1309702,2022-04-09,A Otwani,Uganda,Namibia,9.0,7.0,2.0,0.0,7.0,128.57,0.0,0.0,0.0,0.0,,,,11.0
1309703,2022-04-10,A Otwani,Uganda,Namibia,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1482826,2025-05-13,A Parima,Cook Islands,Japan,1.0,7.0,0.0,0.0,7.0,14.29,0.0,0.0,0.0,0.0,,,,1.0
1482827,2025-05-14,A Parima,Cook Islands,Japan,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1436492,2024-06-16,A Randhawa,Austria,France,3.0,5.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,,,,3.0
1184260,2019-05-20,A Rangaswamy,Unknown,Uganda,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,18.0,,,,50.0
1432196,2024-05-10,A Raza,Belgium,France,1.0,6.0,0.0,0.0,6.0,16.67,0.0,0.0,0.0,0.0,,,,1.0
1490886,2025-06-27,A Raza,Belgium,France,2.0,4.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,,,,2.0
1403288,2023-10-18,A Sharafu,United Arab Emirates,Nepal,6.0,7.0,1.0,0.0,7.0,85.71,0.0,0.0,0.0,0.0,,,,7.0
1403292,2023-10-23,A Sharafu,United Arab Emirates,Nepal,1.0,2.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,,,,1.0
1403294,2023-10-27,A Sharafu,United Arab Emirates,Nepal,2.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,,,,2.0
1405326,2023-11-03,A Sharafu,United Arab Emirates,Nepal,4.0,8.0,1.0,0.0,8.0,50.0,0.0,0.0,0.0,0.0,,,,5.0
1421079,2024-03-13,A Sharafu,United Arab Emirates,Scotland,10.0,12.0,1.0,0.0,12.0,83.33,0.0,0.0,0.0,0.0,4.6,0.0,2.76,11.0
1426467,2024-04-15,A Sharafu,United Arab Emirates,Oman,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,2.04,0.0
1426475,2024-04-19,A Sharafu,United Arab Emirates,Nepal,22.0,17.0,1.0,1.0,17.0,129.41,0.0,0.0,0.0,0.0,7.6,0.0,4.56,25.0
1426478,2024-04-21,A Sharafu,United Arab Emirates,Oman,34.0,28.0,2.0,2.0,28.0,121.43,0.0,0.0,0.0,0.0,14.0,0.0,8.4,40.0
1463656,2024-12-15,A Sharafu,United Arab Emirates,Oman,1.0,3.0,0.0,0.0,3.0,33.33,0.0,0.0,0.0,0.0,13.4,0.0,8.04,1.0
1484051,2025-05-17,A Sharafu,United Arab Emirates,Bangladesh,1.0,3.0,0.0,0.0,3.0,33.33,0.0,0.0,0.0,0.0,11.6,0.0,6.96,1.0
1484052,2025-05-19,A Sharafu,United Arab Emirates,Bangladesh,13.0,9.0,2.0,0.0,9.0,144.44,0.0,0.0,0.0,0.0,14.2,0.0,8.52,15.0
1486582,2025-05-21,A Sharafu,United Arab Emirates,Bangladesh,68.0,49.0,5.0,3.0,49.0,138.78,1.0,3.0,1.0,18.0,23.4,0.2,14.84,104.0
1497874,2025-08-30,A Sharafu,United Arab Emirates,Pakistan,3.0,6.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,17.2,0.2,11.12,3.0
1497877,2025-09-04,A Sharafu,United Arab Emirates,Pakistan,68.0,52.0,4.0,4.0,52.0,130.77,0.0,0.0,0.0,0.0,30.6,0.2,19.16,80.0
1496926,2025-09-15,A Sharafu,United Arab Emirates,Oman,3.0,8.0,0.0,0.0,8.0,37.5,0.0,0.0,0.0,0.0,31.0,0.2,19.4,3.0
1496929,2025-09-17,A Sharafu,United Arab Emirates,Pakistan,12.0,8.0,1.0,1.0,8.0,150.0,0.0,0.0,0.0,0.0,30.8,0.2,19.28,15.0
1503460,2025-10-12,A Sharafu,United Arab Emirates,Nepal,1.0,3.0,0.0,0.0,3.0,33.33,0.0,0.0,0.0,0.0,17.4,0.0,10.44,1.0
1503462,2025-10-13,A Sharafu,United Arab Emirates,Oman,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,10.08,0.0
1503467,2025-10-16,A Sharafu,United Arab Emirates,Japan,22.0,8.0,2.0,2.0,8.0,275.0,0.0,0.0,0.0,0.0,7.6,0.0,4.56,28.0
1397439,2023-09-23,A Sharma,United Arab Emirates,Oman,10.0,9.0,2.0,0.0,9.0,111.11,0.0,0.0,0.0,0.0,,,,12.0
1403294,2023-10-27,A Sharma,United Arab Emirates,Nepal,17.0,16.0,2.0,0.0,16.0,106.25,0.0,0.0,0.0,0.0,,,,19.0
1484052,2025-05-19,A Sharma,United Arab Emirates,Bangladesh,7.0,4.0,0.0,1.0,4.0,175.0,0.0,0.0,0.0,0.0,,,,9.0
1289049,2021-11-18,A Shreshta,Nigeria,Uganda,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
