player_name,venue,matches_x,runs,balls_x,fours,sixes,dismissals,strike_rate,avg,matches_y,balls_y,runs_conceded,wickets,economy,bowling_avg,city,country
HC Brook,"Maharashtra Cricket Association Stadium, Pune",1.0,27.0,13.0,1.0,2.0,13.0,207.69,2.08,,,,,0.0,0.0,Pune,
HC Brook,Melbourne Cricket Ground,2.0,16.0,18.0,1.0,0.0,18.0,88.89,0.89,,,,,0.0,0.0,,
HC Brook,"National Stadium, Karachi",4.0,89.0,60.0,8.0,4.0,60.0,148.33,1.48,,,,,0.0,0.0,Karachi,
HC Brook,"Old Trafford, Manchester",1.0,4.0,3.0,0.0,0.0,3.0,133.33,1.33,,,,,0.0,0.0,Manchester,
HC Brook,"Providence Stadium, Guyana",1.0,13.0,9.0,2.0,0.0,9.0,144.44,1.44,,,,,0.0,0.0,Providence,
HC Brook,"Riverside Ground, Chester-le-Street",1.0,9.0,5.0,2.0,0.0,5.0,180.0,1.8,,,,,0.0,0.0,Chester-le-Street,
HC Brook,"Saurashtra Cricket Association Stadium, Rajkot",1.0,3.0,6.0,0.0,0.0,6.0,50.0,0.5,,,,,0.0,0.0,Rajkot,
HC Brook,"Trent Bridge, Nottingham",1.0,13.0,5.0,2.0,0.0,5.0,260.0,2.6,,,,,0.0,0.0,Nottingham,
HC Brook,"Wankhede Stadium, Mumbai",1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,Mumbai,
HE van der Dussen,"Arun Jaitley Stadium, Delhi",1.0,8.0,12.0,1.0,0.0,12.0,66.67,0.67,,,,,0.0,0.0,Delhi,
HE van der Dussen,"Barabati Stadium, Cuttack",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,Cuttack,
HE van der Dussen,Harare Sports Club,3.0,12.0,13.0,2.0,0.0,13.0,92.31,0.92,,,,,0.0,0.0,,
HE van der Dussen,"Kingsmead, Durban",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,Durban,
HE van der Dussen,"Saurashtra Cricket Association Stadium, Rajkot",1.0,9.0,5.0,2.0,0.0,5.0,180.0,1.8,,,,,0.0,0.0,Rajkot,
HE van der Dussen,SuperSport Park,1.0,28.0,21.0,2.0,2.0,21.0,133.33,1.33,,,,,0.0,0.0,Centurion,
HE van der Dussen,"SuperSport Park, Centurion",3.0,133.0,83.0,7.0,8.0,83.0,160.24,1.6,,,,,0.0,0.0,Centurion,
HE van der Dussen,"The Village, Malahide, Dublin",1.0,14.0,7.0,1.0,1.0,7.0,200.0,2.0,,,,,0.0,0.0,Dublin,
HE van der Dussen,The Wanderers Stadium,1.0,37.0,22.0,1.0,3.0,22.0,168.18,1.68,,,,,0.0,0.0,Johannesburg,
HE van der Dussen,"Zayed Cricket Stadium, Abu Dhabi",1.0,22.0,28.0,2.0,0.0,28.0,78.57,0.79,,,,,0.0,0.0,Abu Dhabi,
HER Tyler,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1.0,1.0,4.0,0.0,0.0,4.0,25.0,0.25,,,,,0.0,0.0,Al Amarat,
HG Munsey,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),4.0,72.0,57.0,10.0,3.0,57.0,126.32,1.26,,,,,0.0,0.0,Al Amarat,
HG Munsey,"Bellerive Oval, Hobart",1.0,8.0,15.0,0.0,0.0,15.0,53.33,0.53,,,,,0.0,0.0,Hobart,
HG Munsey,Dubai International Cricket Stadium,2.0,13.0,14.0,1.0,0.0,14.0,92.86,0.93,,,,,0.0,0.0,,
HG Munsey,"Grange Cricket Club, Raeburn Place",1.0,11.0,12.0,2.0,0.0,12.0,91.67,0.92,,,,,0.0,0.0,Edinburgh,
HG Munsey,ICC Academy,2.0,19.0,18.0,3.0,0.0,18.0,105.56,1.06,,,,,0.0,0.0,Dubai,
HG Munsey,"ICC Academy, Dubai",1.0,1.0,7.0,0.0,0.0,7.0,14.29,0.14,,,,,0.0,0.0,Dubai,
HG Munsey,Sharjah Cricket Stadium,1.0,12.0,23.0,2.0,0.0,23.0,52.17,0.52,,,,,0.0,0.0,Sharjah,
HG Munsey,"Sir Vivian Richards Stadium, North Sound, Antigua",1.0,31.0,16.0,1.0,3.0,16.0,193.75,1.94,,,,,0.0,0.0,North Sound,
HG Munsey,Sportpark Het Schootsveld,2.0,14.0,11.0,0.0,1.0,11.0,127.27,1.27,,,,,0.0,0.0,Deventer,
HG Munsey,"Titwood, Glasgow",2.0,13.0,5.0,1.0,1.0,5.0,260.0,2.6,,,,,0.0,0.0,Glasgow,
HGV Vare,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2.0,3.0,6.0,0.0,0.0,6.0,50.0,0.5,,,,,0.0,0.0,Al Amarat,
HGV Vare,"Mission Road Ground, Mong Kok, Hong Kong",1.0,10.0,9.0,1.0,0.0,9.0,111.11,1.11,,,,,0.0,0.0,Mong Kok,
HH Pandya,Adelaide Oval,1.0,3.0,4.0,0.0,0.0,4.0,75.0,0.75,1.0,8.0,12.0,8.0,9.0,1.5,Adelaide,
HH Pandya,"Arun Jaitley Stadium, Delhi",1.0,32.0,20.0,2.0,2.0,20.0,160.0,1.6,,,,,0.0,0.0,Delhi,
HH Pandya,"Bay Oval, Mount Maunganui",1.0,3.0,4.0,0.0,0.0,4.0,75.0,0.75,,,,,0.0,0.0,Mount Maunganui,
HH Pandya,Dubai International Cricket Stadium,6.0,90.0,68.0,11.0,2.0,68.0,132.35,1.32,5.0,96.0,137.0,96.0,8.56,1.43,,
HH Pandya,M Chinnaswamy Stadium,,0.0,,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,Bangalore,
HH Pandya,"McLean Park, Napier",1.0,11.0,3.0,2.0,0.0,3.0,366.67,3.67,,,,,0.0,0.0,Napier,
HH Pandya,Melbourne Cricket Ground,1.0,40.0,38.0,1.0,2.0,38.0,105.26,1.05,2.0,12.0,13.0,12.0,6.5,1.08,,
HH Pandya,"Nassau County International Cricket Stadium, New York",1.0,7.0,10.0,1.0,0.0,10.0,70.0,0.7,3.0,27.0,23.0,27.0,5.11,0.85,New York,
HH Pandya,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1.0,46.0,16.0,4.0,4.0,16.0,287.5,2.88,1.0,16.0,27.0,16.0,10.12,1.69,Hyderabad,
HH Pandya,Shere Bangla National Stadium,1.0,19.0,10.0,2.0,1.0,10.0,190.0,1.9,,,,,0.0,0.0,Mirpur,
HH Pandya,"Shrimant Madhavrao Scindia Cricket Stadium, Gwalior",1.0,35.0,15.0,4.0,2.0,15.0,233.33,2.33,1.0,17.0,15.0,17.0,5.29,0.88,Gwalior,
HH Pandya,"Sir Vivian Richards Stadium, North Sound, Antigua",1.0,47.0,25.0,4.0,3.0,25.0,188.0,1.88,1.0,7.0,10.0,7.0,8.57,1.43,North Sound,
HH Pandya,"The Village, Malahide",,0.0,,0.0,0.0,0.0,,,1.0,3.0,2.0,3.0,4.0,0.67,Dublin,
HJ Jordaan,Terdthai Cricket Ground,1.0,2.0,3.0,0.0,0.0,3.0,66.67,0.67,,,,,0.0,0.0,Bangkok,
HJ Manenti,"Goldenacre, Edinburgh",1.0,2.0,2.0,0.0,0.0,2.0,100.0,1.0,1.0,4.0,11.0,4.0,16.5,2.75,Edinburgh,
HJ Manenti,"Simar Cricket Ground, Rome",1.0,9.0,7.0,2.0,0.0,7.0,128.57,1.29,1.0,6.0,4.0,6.0,4.0,0.67,Rome,
HK Bennett,Bay Oval,,0.0,,0.0,0.0,0.0,,,1.0,3.0,2.0,3.0,4.0,0.67,Mount Maunganui,
HK Bennett,Eden Park,,0.0,,0.0,0.0,0.0,,,2.0,14.0,28.0,14.0,12.0,2.0,Auckland,
HK Bennett,McLean Park,,0.0,,0.0,0.0,0.0,,,1.0,21.0,31.0,21.0,8.86,1.48,Napier,
HK Bennett,Seddon Park,,0.0,,0.0,0.0,0.0,,,2.0,29.0,30.0,29.0,6.21,1.03,Hamilton,
HK Bennett,"Shere Bangla National Stadium, Mirpur",,0.0,,0.0,0.0,0.0,,,2.0,31.0,37.0,31.0,7.16,1.19,Dhaka,
HK Bennett,Westpac Stadium,,0.0,,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,6.0,1.0,Wellington,
HM Amla,Gaddafi Stadium,2.0,25.0,17.0,2.0,1.0,17.0,147.06,1.47,,,,,0.0,0.0,Lahore,
HM Amla,Kingsmead,1.0,4.0,7.0,0.0,0.0,7.0,57.14,0.57,,,,,0.0,0.0,Durban,
HM Amla,Senwes Park,1.0,31.0,16.0,3.0,1.0,16.0,193.75,1.94,,,,,0.0,0.0,Potchefstroom,
HM Amla,SuperSport Park,1.0,10.0,9.0,2.0,0.0,9.0,111.11,1.11,,,,,0.0,0.0,Centurion,
HM Nicholls,Eden Gardens,1.0,1.0,4.0,0.0,0.0,4.0,25.0,0.25,,,,,0.0,0.0,Kolkata,
HM Nicholls,"Shere Bangla National Stadium, Mirpur",5.0,59.0,60.0,6.0,0.0,60.0,98.33,0.98,,,,,0.0,0.0,Dhaka,
HN Ya France,"Queens Sports Club, Bulawayo",1.0,1.0,3.0,0.0,0.0,3.0,33.33,0.33,1.0,3.0,6.0,3.0,12.0,2.0,Bulawayo,
HR Walsh,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,Lauderhill,
HR Walsh,"Eden Gardens, Kolkata",,0.0,,0.0,0.0,0.0,,,1.0,5.0,7.0,5.0,8.4,1.4,Kolkata,
HR Walsh,"National Stadium, Karachi",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,21.0,38.0,21.0,10.86,1.81,Karachi,
HR Walsh,"Providence Stadium, Guyana",,0.0,,0.0,0.0,0.0,,,2.0,40.0,38.0,40.0,5.7,0.95,Providence,
HR Walsh,"Rajiv Gandhi International Stadium, Uppal",,0.0,,0.0,0.0,0.0,,,1.0,5.0,6.0,5.0,7.2,1.2,Hyderabad,
HR Walsh,Wankhede Stadium,1.0,1.0,1.0,0.0,0.0,1.0,100.0,1.0,1.0,13.0,19.0,13.0,8.77,1.46,Mumbai,
HR Walsh,"White Hill Field, Sandys Parish",2.0,10.0,12.0,0.0,0.0,12.0,83.33,0.83,2.0,4.0,6.0,4.0,9.0,1.5,Hamilton,
HR Walsh,"Windsor Park, Roseau, Dominica",,0.0,,0.0,0.0,0.0,,,2.0,24.0,24.0,24.0,6.0,1.0,Roseau,
HS Baidwan,Dubai International Cricket Stadium,1.0,3.0,4.0,0.0,0.0,4.0,75.0,0.75,,,,,0.0,0.0,,
HT Tector,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1.0,11.0,5.0,2.0,0.0,5.0,220.0,2.2,,,,,0.0,0.0,Al Amarat,
HT Tector,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1.0,29.0,17.0,2.0,2.0,17.0,170.59,1.71,,,,,0.0,0.0,Al Amarat,
HT Tector,"Castle Avenue, Dublin",3.0,74.0,48.0,9.0,2.0,48.0,154.17,1.54,,,,,0.0,0.0,Dublin,
HT Tector,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,Lauderhill,
HT Tector,Harare Sports Club,2.0,13.0,11.0,1.0,0.0,11.0,118.18,1.18,1.0,4.0,4.0,4.0,6.0,1.0,,
HT Tector,"Malahide, Dublin",2.0,8.0,12.0,1.0,0.0,12.0,66.67,0.67,,,,,0.0,0.0,Dublin,
HT Tector,"Nassau County International Cricket Stadium, New York",2.0,5.0,10.0,0.0,0.0,10.0,50.0,0.5,,,,,0.0,0.0,New York,
HT Tector,Sheikh Zayed Stadium,1.0,9.0,7.0,1.0,0.0,7.0,128.57,1.29,,,,,0.0,0.0,Abu Dhabi,
HT Tector,"Sportpark Westvliet, The Hague",,0.0,,0.0,0.0,0.0,,,1.0,4.0,4.0,4.0,6.0,1.0,The Hague,
HT Tector,"The Village, Malahide",1.0,2.0,2.0,0.0,0.0,2.0,100.0,1.0,,,,,0.0,0.0,Dublin,
HT Tector,"The Village, Malahide, Dublin",4.0,60.0,32.0,7.0,2.0,32.0,187.5,1.88,1.0,2.0,1.0,2.0,3.0,0.5,Dublin,
HT Tector,Tolerance Oval,1.0,13.0,8.0,1.0,1.0,8.0,162.5,1.62,,,,,0.0,0.0,Abu Dhabi,
HT Tector,"Zahur Ahmed Chowdhury Stadium, Chattogram",3.0,52.0,40.0,4.0,3.0,40.0,130.0,1.3,3.0,28.0,39.0,28.0,8.36,1.39,Chattogram,
HV Patel,"Eden Gardens, Kolkata",1.0,6.0,5.0,1.0,0.0,5.0,120.0,1.2,1.0,2.0,6.0,2.0,18.0,3.0,Kolkata,
HV Patel,"JSCA International Stadium Complex, Ranchi",,0.0,,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,6.0,1.0,Ranchi,
HV Patel,"The Village, Malahide, Dublin",,0.0,,0.0,0.0,0.0,,,1.0,7.0,14.0,7.0,12.0,2.0,Dublin,
Haider Ali,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),,0.0,,0.0,0.0,0.0,,,2.0,23.0,20.0,23.0,5.22,0.87,Al Amarat,
Haider Ali,Dubai International Cricket Stadium,2.0,6.0,7.0,1.0,0.0,7.0,85.71,0.86,2.0,29.0,38.0,29.0,7.86,1.31,,
Haider Ali,"Hagley Oval, Christchurch",2.0,1.0,6.0,0.0,0.0,6.0,16.67,0.17,,,,,0.0,0.0,Christchurch,
Haider Ali,Perth Stadium,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,Perth,
Haider Ali,Rawalpindi Cricket Stadium,1.0,3.0,4.0,0.0,0.0,4.0,75.0,0.75,,,,,0.0,0.0,,
Haider Ali,Sharjah Cricket Stadium,4.0,28.0,21.0,1.0,1.0,21.0,133.33,1.33,5.0,109.0,95.0,109.0,5.23,0.87,Sharjah,
Haider Ali,"Shere Bangla National Stadium, Mirpur",3.0,23.0,27.0,3.0,0.0,27.0,85.19,0.85,,,,,0.0,0.0,Dhaka,
Haider Butt,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),4.0,88.0,62.0,7.0,5.0,62.0,141.94,1.42,,,,,0.0,0.0,Al Amarat,
Haider Butt,"ICC Academy, Dubai",1.0,3.0,4.0,0.0,0.0,4.0,75.0,0.75,,,,,0.0,0.0,Dubai,
Haider Butt,Jinja Cricket Ground,,0.0,,0.0,0.0,0.0,,,1.0,2.0,0.0,2.0,0.0,0.0,Jinja,
Haider Butt,"Tribhuvan University International Cricket Ground, Kirtipur",1.0,8.0,8.0,1.0,0.0,8.0,100.0,1.0,,,,,0.0,0.0,Kirtipur,
Haider Butt,"West End Park International Cricket Stadium, Doha",1.0,15.0,16.0,2.0,0.0,16.0,93.75,0.94,,,,,0.0,0.0,Doha,
Hammad Mirza,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),5.0,15.0,17.0,1.0,1.0,17.0,88.24,0.88,,,,,0.0,0.0,Al Amarat,
Hammad Mirza,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1.0,11.0,19.0,1.0,0.0,19.0,57.89,0.58,,,,,0.0,0.0,Al Amarat,
Hammad Mirza,Dubai International Cricket Stadium,1.0,27.0,24.0,3.0,1.0,24.0,112.5,1.12,,,,,0.0,0.0,,
Hammad Mirza,"Zayed Cricket Stadium, Abu Dhabi",1.0,32.0,17.0,3.0,2.0,17.0,188.24,1.88,,,,,0.0,0.0,Abu Dhabi,
Hamza Tahir,Dubai International Cricket Stadium,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,48.0,45.0,48.0,5.62,0.94,,
Hamza Tahir,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",1.0,3.0,6.0,0.0,0.0,6.0,50.0,0.5,2.0,42.0,83.0,42.0,11.86,1.98,Edinburgh,
Hamza Tahir,"Grange Cricket Club, Raeburn Place",,0.0,,0.0,0.0,0.0,,,1.0,24.0,57.0,24.0,14.25,2.38,Edinburgh,
Hamza Tahir,ICC Academy,,0.0,,0.0,0.0,0.0,,,3.0,73.0,69.0,73.0,5.67,0.95,Dubai,
Hamza Tahir,ICC Academy Ground No 2,,0.0,,0.0,0.0,0.0,,,1.0,19.0,28.0,19.0,8.84,1.47,Dubai,
Hamza Tahir,"ICC Academy, Dubai",,0.0,,0.0,0.0,0.0,,,1.0,24.0,36.0,24.0,9.0,1.5,Dubai,
Hamza Tahir,Sharjah Cricket Stadium,,0.0,,0.0,0.0,0.0,,,1.0,24.0,24.0,24.0,6.0,1.0,Sharjah,
Hamza Tahir,Sportpark Het Schootsveld,,0.0,,0.0,0.0,0.0,,,1.0,24.0,43.0,24.0,10.75,1.79,Deventer,
Hamza Tahir,"The Village, Malahide",,0.0,,0.0,0.0,0.0,,,2.0,49.0,74.0,49.0,9.06,1.51,Dublin,
Hamza Tahir,VRA Ground,,0.0,,0.0,0.0,0.0,,,1.0,24.0,26.0,24.0,6.5,1.08,Amstelveen,
Hamza Tariq,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1.0,11.0,7.0,0.0,1.0,7.0,157.14,1.57,,,,,0.0,0.0,Al Amarat,
Hamza Tariq,"Coolidge Cricket Ground, Antigua",1.0,3.0,3.0,0.0,0.0,3.0,100.0,1.0,,,,,0.0,0.0,Coolidge,
Hamza Tariq,Sheikh Zayed Stadium,1.0,2.0,2.0,0.0,0.0,2.0,100.0,1.0,,,,,0.0,0.0,Abu Dhabi,
Harbhajan Singh,Harare Sports Club,,0.0,,0.0,0.0,0.0,,,1.0,7.0,7.0,7.0,6.0,1.0,,
Haris Rauf,Adelaide Oval,,0.0,,0.0,0.0,0.0,,,1.0,24.0,23.0,24.0,5.75,0.96,Adelaide,
Haris Rauf,"Bay Oval, Mount Maunganui",1.0,6.0,15.0,1.0,0.0,15.0,40.0,0.4,1.0,25.0,30.0,25.0,7.2,1.2,Mount Maunganui,
Haris Rauf,"Bellerive Oval, Hobart",1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,18.0,34.0,18.0,11.33,1.89,Hobart,
Haris Rauf,"Brisbane Cricket Ground, Woolloongabba, Brisbane",,0.0,,0.0,0.0,0.0,,,1.0,13.0,22.0,13.0,10.15,1.69,Brisbane,
Haris Rauf,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",,0.0,,0.0,0.0,0.0,,,3.0,74.0,92.0,74.0,7.46,1.24,Lauderhill,
Haris Rauf,Dubai International Cricket Stadium,6.0,36.0,27.0,4.0,1.0,27.0,133.33,1.33,10.0,228.0,318.0,228.0,8.37,1.39,,
Haris Rauf,Eden Park,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,29.0,25.0,6.96,1.16,Auckland,
Haris Rauf,"Eden Park, Auckland",1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,50.0,63.0,50.0,7.56,1.26,Auckland,
Haris Rauf,"Edgbaston, Birmingham",1.0,3.0,2.0,0.0,0.0,2.0,150.0,1.5,1.0,24.0,34.0,24.0,8.5,1.42,Birmingham,
Haris Rauf,Gaddafi Stadium,,0.0,,0.0,0.0,0.0,,,4.0,88.0,131.0,88.0,8.93,1.49,Lahore,
Haris Rauf,"Gaddafi Stadium, Lahore",4.0,20.0,16.0,1.0,2.0,16.0,125.0,1.25,8.0,172.0,240.0,172.0,8.37,1.4,Lahore,
Haris Rauf,"Grand Prairie Stadium, Dallas",1.0,3.0,3.0,0.0,0.0,3.0,100.0,1.0,1.0,25.0,37.0,25.0,8.88,1.48,Dallas,
Haris Rauf,"Hagley Oval, Christchurch",,0.0,,0.0,0.0,0.0,,,4.0,92.0,120.0,92.0,7.83,1.3,Christchurch,
Haris Rauf,Harare Sports Club,1.0,6.0,6.0,0.0,1.0,6.0,100.0,1.0,3.0,68.0,75.0,68.0,6.62,1.1,,
Haris Rauf,"Headingley, Leeds",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,48.0,25.0,11.52,1.92,Leeds,
Haris Rauf,"Kennington Oval, London",1.0,8.0,7.0,1.0,0.0,7.0,114.29,1.14,1.0,21.0,38.0,21.0,10.86,1.81,London,
Haris Rauf,"Kingsmead, Durban",1.0,2.0,3.0,0.0,0.0,3.0,66.67,0.67,1.0,25.0,41.0,25.0,9.84,1.64,Durban,
Haris Rauf,McLean Park,,0.0,,0.0,0.0,0.0,,,1.0,25.0,44.0,25.0,10.56,1.76,Napier,
Haris Rauf,Melbourne Cricket Ground,2.0,7.0,5.0,0.0,1.0,5.0,140.0,1.4,2.0,50.0,60.0,50.0,7.2,1.2,,
Haris Rauf,"Nassau County International Cricket Stadium, New York",,0.0,,0.0,0.0,0.0,,,2.0,45.0,48.0,45.0,6.4,1.07,New York,
Haris Rauf,"National Stadium, Karachi",1.0,4.0,2.0,1.0,0.0,2.0,200.0,2.0,6.0,140.0,190.0,140.0,8.14,1.36,Karachi,
Haris Rauf,Old Trafford,,0.0,,0.0,0.0,0.0,,,3.0,68.0,109.0,68.0,9.62,1.6,Manchester,
Haris Rauf,Perth Stadium,,0.0,,0.0,0.0,0.0,,,2.0,42.0,27.0,42.0,3.86,0.64,Perth,
Haris Rauf,"Queens Sports Club, Bulawayo",,0.0,,0.0,0.0,0.0,,,2.0,30.0,30.0,30.0,6.0,1.0,Bulawayo,
Haris Rauf,Rawalpindi Cricket Stadium,,0.0,,0.0,0.0,0.0,,,5.0,123.0,173.0,123.0,8.44,1.41,,
Haris Rauf,Seddon Park,,0.0,,0.0,0.0,0.0,,,1.0,25.0,39.0,25.0,9.36,1.56,Hamilton,
Haris Rauf,"Seddon Park, Hamilton",1.0,2.0,3.0,0.0,0.0,3.0,66.67,0.67,1.0,26.0,39.0,26.0,9.0,1.5,Hamilton,
Haris Rauf,Sharjah Cricket Stadium,,0.0,,0.0,0.0,0.0,,,3.0,55.0,56.0,55.0,6.11,1.02,Sharjah,
Haris Rauf,"Shere Bangla National Stadium, Mirpur",,0.0,,0.0,0.0,0.0,,,3.0,69.0,78.0,69.0,6.78,1.13,Dhaka,
Haris Rauf,"Sky Stadium, Wellington",1.0,6.0,10.0,0.0,0.0,10.0,60.0,0.6,1.0,12.0,22.0,12.0,11.0,1.83,Wellington,
Haris Rauf,"SuperSport Park, Centurion",,0.0,,0.0,0.0,0.0,,,3.0,69.0,115.0,69.0,10.0,1.67,Centurion,
Haris Rauf,Sydney Cricket Ground,2.0,5.0,5.0,0.0,0.0,5.0,100.0,1.0,3.0,68.0,99.0,68.0,8.74,1.46,,
Haris Rauf,"The Wanderers Stadium, Johannesburg",,0.0,,0.0,0.0,0.0,,,1.0,18.0,37.0,18.0,12.33,2.06,Johannesburg,
Haris Rauf,"Trent Bridge, Nottingham",,0.0,,0.0,0.0,0.0,,,1.0,25.0,45.0,25.0,10.8,1.8,Nottingham,
Haris Rauf,"University Oval, Dunedin",1.0,1.0,1.0,0.0,0.0,1.0,100.0,1.0,2.0,47.0,83.0,47.0,10.6,1.77,Dunedin,
Haris Rauf,"Zayed Cricket Stadium, Abu Dhabi",,0.0,,0.0,0.0,0.0,,,2.0,49.0,65.0,49.0,7.96,1.33,Abu Dhabi,
Haris Sohail,Dubai International Cricket Stadium,1.0,8.0,8.0,1.0,0.0,8.0,100.0,1.0,,,,,0.0,0.0,,
Haris Sohail,Shere Bangla National Stadium,1.0,15.0,9.0,0.0,1.0,9.0,166.67,1.67,,,,,0.0,0.0,Mirpur,
Harmeet Singh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),,0.0,,0.0,0.0,0.0,,,2.0,48.0,62.0,48.0,7.75,1.29,Al Amarat,
Harmeet Singh,"Grand Prairie Stadium, Dallas",4.0,12.0,8.0,0.0,1.0,8.0,150.0,1.5,5.0,123.0,150.0,123.0,7.32,1.22,Dallas,
Harmeet Singh,"Kensington Oval, Bridgetown, Barbados",2.0,21.0,18.0,2.0,1.0,18.0,116.67,1.17,2.0,26.0,54.0,26.0,12.46,2.08,Bridgetown,
Harmeet Singh,"Nassau County International Cricket Stadium, New York",1.0,10.0,10.0,0.0,1.0,10.0,100.0,1.0,,,,,0.0,0.0,New York,
Harmeet Singh,Prairie View Cricket Complex,4.0,81.0,42.0,5.0,6.0,42.0,192.86,1.93,6.0,126.0,126.0,126.0,6.0,1.0,Houston,
Harmeet Singh,"Sir Vivian Richards Stadium, North Sound, Antigua",1.0,38.0,24.0,2.0,3.0,24.0,158.33,1.58,1.0,25.0,24.0,25.0,5.76,0.96,North Sound,
Harmeet Singh,"Sportpark Maarschalkerweerd, Utrecht",1.0,7.0,7.0,1.0,0.0,7.0,100.0,1.0,2.0,50.0,52.0,50.0,6.24,1.04,Utrecht,
Harmeet Singh,"Sportpark Westvliet, The Hague",2.0,30.0,21.0,0.0,2.0,21.0,142.86,1.43,2.0,48.0,28.0,48.0,3.5,0.58,The Hague,
Harmeet Singh,"Wanderers Cricket Ground, Windhoek",3.0,36.0,35.0,2.0,1.0,35.0,102.86,1.03,4.0,96.0,115.0,96.0,7.19,1.2,Windhoek,
Haroon Arshad,Bulawayo Athletic Club,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,10.0,6.0,1.0,Bulawayo,
Haroon Arshad,Dubai International Cricket Stadium,1.0,11.0,12.0,1.0,0.0,12.0,91.67,0.92,2.0,12.0,15.0,12.0,7.5,1.25,,
Haroon Arshad,Mulpani Cricket Ground,2.0,12.0,15.0,1.0,0.0,15.0,80.0,0.8,2.0,24.0,38.0,24.0,9.5,1.58,Kathmandu,
Haroon Arshad,Sharjah Cricket Stadium,1.0,3.0,4.0,0.0,0.0,4.0,75.0,0.75,1.0,14.0,14.0,14.0,6.0,1.0,Sharjah,
Haroon Arshad,Sheikh Zayed Stadium,1.0,4.0,4.0,0.0,0.0,4.0,100.0,1.0,,,,,0.0,0.0,Abu Dhabi,
Haroon Arshad,Terdthai Cricket Ground,1.0,8.0,7.0,1.0,0.0,7.0,114.29,1.14,1.0,3.0,0.0,3.0,0.0,0.0,Bangkok,
Haroon Arshad,Tolerance Oval,1.0,7.0,3.0,0.0,1.0,3.0,233.33,2.33,1.0,4.0,2.0,4.0,3.0,0.5,Abu Dhabi,
Harshit Rana,Dubai International Cricket Stadium,,0.0,,0.0,0.0,0.0,,,1.0,24.0,55.0,24.0,13.75,2.29,,
Harshit Rana,"Maharashtra Cricket Association Stadium, Pune",,0.0,,0.0,0.0,0.0,,,1.0,24.0,33.0,24.0,8.25,1.38,Pune,
Harshit Rana,Melbourne Cricket Ground,1.0,35.0,35.0,3.0,1.0,35.0,100.0,1.0,1.0,13.0,27.0,13.0,12.46,2.08,,
Harshit Rana,"Zayed Cricket Stadium, Abu Dhabi",1.0,13.0,8.0,0.0,1.0,8.0,162.5,1.62,1.0,19.0,25.0,19.0,7.89,1.32,Abu Dhabi,
Hasan Ali,"Castle Avenue, Dublin",,0.0,,0.0,0.0,0.0,,,1.0,18.0,44.0,18.0,14.67,2.44,Dublin,
Hasan Ali,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",1.0,8.0,12.0,0.0,0.0,12.0,66.67,0.67,2.0,47.0,87.0,47.0,11.11,1.85,Lauderhill,
Hasan Ali,Dubai International Cricket Stadium,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,176.0,285.0,176.0,9.72,1.62,,
Hasan Ali,Eden Park,1.0,6.0,4.0,1.0,0.0,4.0,150.0,1.5,1.0,24.0,31.0,24.0,7.75,1.29,Auckland,
