id,player_full_name,team,role,matches_played,innings_batted,runs,balls_faced,batting_average,strike_rate,fifties,hundreds,fours,sixes,highest_score,wickets,balls_bowled,runs_conceded,bowling_average,economy,five_wicket_hauls,catches,stumpings,run_outs,dismissal_breakdown
285,Rohit Paudel,Nepal,All-rounder,70.0,6.0,1575.0,1376.0,262.5,114.46,1.0,0.0,126.0,46.0,61.0,231.0,231.0,252.0,1.0909090909090908,6.55,17.0,39.0,0.0,1.0,"{'bowled': 11, 'caught': 38, 'caught and bowled': 1, 'lbw': 7, 'run out': 1}"
286,Rinku Singh,India,Batter,26.0,2.0,475.0,341.0,237.5,139.3,1.0,0.0,43.0,25.0,68.0,6.0,6.0,3.0,0.5,3.0,1.0,28.0,0.0,0.0,"{'bowled': 2, 'caught': 11, 'lbw': 3, 'run out': 1}"
287,Roston Chase,West Indies,All-rounder,36.0,2.0,653.0,566.0,326.5,115.37,1.0,0.0,56.0,18.0,67.0,738.0,738.0,860.0,1.165311653116531,6.99,41.0,11.0,0.0,0.0,"{'bowled': 8, 'caught': 16, 'caught and bowled': 1, 'lbw': 2, 'retired out': 1}"
288,Ryan Burl,Zimbabwe,All-rounder,85.0,2.0,1533.0,1252.0,766.5,122.44,1.0,0.0,114.0,60.0,61.0,950.0,950.0,1141.0,1.2010526315789474,7.21,57.0,40.0,0.0,0.0,"{'bowled': 13, 'caught': 36, 'caught and bowled': 2, 'lbw': 2, 'run out': 4}"
289,Mitchell Owen,Australia,Bowler,2.0,2.0,2.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,1.0,104.0,104.0,148.0,1.4230769230769231,8.54,4.0,1.0,0.0,0.0,{}
290,Reeza Hendricks,South Africa,All-rounder,85.0,2.0,2454.0,1936.0,1227.0,126.76,0.0,1.0,264.0,68.0,117.0,30.0,30.0,66.0,2.2,13.2,3.0,38.0,0.0,0.0,"{'bowled': 21, 'caught': 46, 'caught and bowled': 2, 'lbw': 7, 'run out': 4, 'stumped': 4}"
291,Rishabh Pant,India,Batter,63.0,2.0,1142.0,954.0,571.0,119.71,1.0,0.0,103.0,41.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,0.0,"{'bowled': 8, 'caught': 39, 'caught and bowled': 1, 'run out': 3}"
292,Ramandeep Singh,India,Bowler,1.0,1.0,15.0,6.0,15.0,250.0,0.0,0.0,1.0,1.0,15.0,23.0,23.0,42.0,1.826086956521739,10.96,1.0,1.0,0.0,0.0,{'run out': 1}
293,Ravi Bishnoi,India,Bowler,12.0,2.0,55.0,44.0,27.5,125.0,0.0,0.0,8.0,1.0,9.0,914.0,914.0,1085.0,1.187089715536105,7.12,38.0,18.0,0.0,1.0,"{'bowled': 1, 'caught': 1, 'lbw': 1, 'run out': 4}"
294,Ravinderpal Singh,Canada,All-rounder,33.0,2.0,631.0,460.0,315.5,137.17,0.0,1.0,43.0,36.0,101.0,26.0,26.0,29.0,1.1153846153846154,6.69,2.0,24.0,0.0,0.0,"{'bowled': 9, 'caught': 14, 'caught and bowled': 1, 'lbw': 2, 'run out': 1}"
295,Rehan Ahmed,England,Bowler,8.0,2.0,55.0,46.0,27.5,119.57,0.0,0.0,5.0,3.0,11.0,211.0,211.0,333.0,1.5781990521327014,9.47,11.0,1.0,0.0,0.0,"{'bowled': 1, 'caught': 1, 'caught and bowled': 1, 'run out': 2}"
296,Riazat Ali Shah,Uganda,All-rounder,62.0,2.0,1568.0,1277.0,784.0,122.79,1.0,0.0,116.0,69.0,98.0,775.0,775.0,899.0,1.16,6.96,44.0,26.0,0.0,6.0,"{'bowled': 8, 'caught': 25, 'caught and bowled': 1, 'lbw': 6, 'run out': 1, 'stumped': 2}"
297,Rishad Hossain,Bangladesh,Bowler,28.0,2.0,197.0,161.0,98.5,122.36,1.0,0.0,12.0,15.0,53.0,947.0,947.0,1285.0,1.3569165786694826,8.14,46.0,22.0,0.0,1.0,"{'bowled': 6, 'caught': 13, 'caught and bowled': 1, 'lbw': 2}"
298,Rizwan Cheema,Canada,Bowler,16.0,2.0,141.0,131.0,70.5,107.63,0.0,0.0,11.0,9.0,32.0,145.0,145.0,191.0,1.3172413793103448,7.9,8.0,6.0,0.0,0.0,"{'bowled': 4, 'caught': 7, 'lbw': 1, 'retired hurt': 1, 'run out': 1, 'stumped': 1}"
299,Samar Badula,Papua New Guinea,All-rounder,46.0,2.0,1023.0,942.0,511.5,108.6,1.0,0.0,88.0,31.0,85.0,355.0,355.0,392.0,1.1042253521126761,6.63,30.0,21.0,0.0,2.0,"{'bowled': 8, 'caught': 23, 'lbw': 5, 'run out': 3}"
300,Sese Bau,Papua New Guinea,All-rounder,46.0,2.0,1023.0,942.0,511.5,108.6,1.0,0.0,88.0,31.0,85.0,355.0,355.0,392.0,1.1042253521126761,6.63,30.0,21.0,0.0,2.0,"{'bowled': 8, 'caught': 23, 'lbw': 5, 'run out': 3}"
301,Shivam Dube,India,Bowler,27.0,2.0,473.0,374.0,236.5,126.47,1.0,0.0,31.0,25.0,54.0,359.0,359.0,540.0,1.5041782729805013,9.03,26.0,13.0,0.0,1.0,"{'bowled': 2, 'caught': 14, 'caught and bowled': 2, 'run out': 2}"
302,Sundeep Jora,Nepal,Batter,31.0,2.0,484.0,411.0,242.0,117.76,1.0,0.0,26.0,22.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,"{'bowled': 4, 'caught': 18, 'lbw': 1, 'run out': 1, 'stumped': 1}"
303,Shamar Joseph,West Indies,Bowler,3.0,1.0,28.0,19.0,28.0,147.37,0.0,0.0,2.0,2.0,21.0,260.0,260.0,390.0,1.5,9.0,12.0,4.0,0.0,0.0,{}
304,Sandeep Lamichhane,Nepal,Bowler,19.0,2.0,71.0,76.0,35.5,93.42,0.0,0.0,3.0,2.0,16.0,1525.0,1525.0,1557.0,1.020983606557377,6.13,65.0,20.0,0.0,0.0,"{'bowled': 1, 'caught': 7, 'caught and bowled': 1, 'run out': 1, 'stumped': 1}"
305,Saqib Mahmood,England,Bowler,9.0,2.0,35.0,47.0,17.5,74.47,0.0,0.0,2.0,1.0,12.0,401.0,401.0,605.0,1.5087281795511223,9.05,18.0,2.0,0.0,0.0,"{'bowled': 2, 'caught': 3}"
306,Shreyas Movva,Canada,Batter,20.0,2.0,346.0,338.0,173.0,102.37,0.0,0.0,25.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,"{'bowled': 1, 'caught': 10, 'lbw': 2, 'run out': 1, 'stumped': 1}"
307,Senuran Muthusamy,South Africa,Bowler,5.0,2.0,24.0,23.0,12.0,104.35,0.0,0.0,2.0,1.0,9.0,109.0,109.0,128.0,1.1743119266055047,7.05,5.0,2.0,0.0,0.0,"{'bowled': 1, 'caught': 2, 'lbw': 1}"
308,Simon Ssesazi,Uganda,Batter,75.0,2.0,1970.0,1676.0,985.0,117.54,0.0,1.0,204.0,71.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,"{'bowled': 9, 'caught': 40, 'caught and bowled': 3, 'lbw': 10, 'run out': 4, 'stumped': 2}"
309,Sean Williams,Zimbabwe,Bowler,6.0,2.0,32.0,43.0,16.0,74.42,0.0,0.0,3.0,0.0,22.0,175.0,175.0,162.0,0.9257142857142857,5.55,10.0,1.0,0.0,0.0,"{'caught': 1, 'run out': 1}"
310,Sean Abbott,Australia,Bowler,12.0,2.0,50.0,50.0,25.0,100.0,0.0,0.0,4.0,1.0,13.0,568.0,568.0,837.0,1.4735915492957747,8.84,27.0,17.0,0.0,0.0,"{'bowled': 4, 'caught': 1, 'lbw': 1}"
311,Scott Edwards,Netherlands,Batter,71.0,3.0,1193.0,972.0,397.6666666666667,122.74,1.0,0.0,92.0,30.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,1.0,"{'bowled': 8, 'caught': 31, 'caught and bowled': 1, 'lbw': 10, 'run out': 3}"
312,Suryakumar Yadav,India,Batter,87.0,3.0,2702.0,1705.0,900.6666666666666,158.48,0.0,1.0,243.0,150.0,117.0,6.0,6.0,5.0,0.8333333333333334,5.0,1.0,54.0,0.0,4.0,"{'bowled': 5, 'caught': 58, 'caught and bowled': 1, 'lbw': 7, 'run out': 2}"
313,Shai Hope,West Indies,Batter,53.0,2.0,1315.0,972.0,657.5,135.29,0.0,1.0,103.0,72.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,"{'bowled': 6, 'caught': 29, 'caught and bowled': 2, 'lbw': 2, 'run out': 4, 'stumped': 2}"
314,Sherfane Rutherford,West Indies,All-rounder,34.0,2.0,572.0,422.0,286.0,135.55,1.0,0.0,44.0,35.0,68.0,39.0,39.0,64.0,1.641025641025641,9.85,3.0,11.0,0.0,0.0,"{'bowled': 5, 'caught': 20, 'lbw': 3, 'run out': 1}"
315,Spencer Johnson,Australia,Bowler,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,249.0,1.456140350877193,8.74,8.0,0.0,0.0,1.0,{'caught': 1}
316,Simon Atai,Papua New Guinea,Bowler,11.0,2.0,64.0,59.0,32.0,108.47,0.0,0.0,5.0,1.0,28.0,93.0,93.0,111.0,1.1935483870967742,7.16,9.0,5.0,0.0,0.0,"{'bowled': 1, 'caught': 5, 'caught and bowled': 1, 'run out': 1}"
317,Sam Curran,England,Bowler,38.0,2.0,450.0,353.0,225.0,127.48,1.0,0.0,24.0,22.0,50.0,1139.0,1139.0,1593.0,1.398595258999122,8.39,60.0,23.0,0.0,1.0,"{'bowled': 4, 'caught': 18, 'lbw': 1, 'run out': 1, 'stumped': 2}"
318,Safyaan Sharif,Scotland,Bowler,29.0,2.0,180.0,175.0,90.0,102.86,0.0,0.0,9.0,5.0,26.0,1370.0,1370.0,1785.0,1.302919708029197,7.82,65.0,14.0,0.0,4.0,"{'caught': 8, 'lbw': 1, 'run out': 4, 'stumped': 1}"
319,Saurabh Netravalkar,United States of America,Bowler,10.0,2.0,42.0,49.0,21.0,85.71,0.0,0.0,2.0,1.0,12.0,817.0,817.0,949.0,1.1615667074663403,6.97,40.0,7.0,0.0,0.0,"{'bowled': 3, 'caught': 3}"
320,Shimron Hetmyer,West Indies,Batter,56.0,2.0,1069.0,861.0,534.5,124.16,1.0,0.0,71.0,59.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,"{'bowled': 3, 'caught': 39, 'caught and bowled': 1, 'lbw': 3, 'run out': 5}"
321,Steven Taylor,United States of America,All-rounder,29.0,3.0,834.0,646.0,278.0,129.1,0.0,1.0,90.0,37.0,101.0,297.0,297.0,301.0,1.0134680134680134,6.08,19.0,10.0,0.0,0.0,"{'bowled': 7, 'caught': 18, 'lbw': 2}"
322,Shreyas Iyer,India,Batter,46.0,2.0,1104.0,829.0,552.0,133.17,1.0,0.0,90.0,44.0,74.0,2.0,2.0,2.0,1.0,6.0,0.0,16.0,0.0,0.0,"{'bowled': 2, 'caught': 21, 'caught and bowled': 4, 'hit wicket': 1, 'lbw': 4, 'run out': 1, 'stumped': 3}"
323,Sanju Samson,India,Batter,42.0,2.0,995.0,700.0,497.5,142.14,0.0,1.0,78.0,56.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,1.0,"{'bowled': 8, 'caught': 24, 'lbw': 4, 'run out': 1, 'stumped': 1}"
324,Saad Bin Zafar,Canada,Bowler,31.0,2.0,455.0,371.0,227.5,122.64,0.0,0.0,36.0,16.0,33.0,1265.0,1265.0,1270.0,1.0039525691699605,6.02,58.0,20.0,0.0,1.0,"{'bowled': 2, 'caught': 10, 'lbw': 2, 'run out': 1}"
325,Sahibzada Farhan,Pakistan,Batter,27.0,2.0,627.0,529.0,313.5,118.53,1.0,0.0,46.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,"{'bowled': 2, 'caught': 21, 'caught and bowled': 1, 'lbw': 2, 'stumped': 1}"
326,Saif Hassan,Bangladesh,Bowler,13.0,2.0,284.0,253.0,142.0,112.25,1.0,0.0,10.0,20.0,69.0,64.0,64.0,67.0,1.046875,6.28,5.0,6.0,0.0,1.0,"{'bowled': 1, 'caught': 9, 'lbw': 1}"
327,Saim Ayub,Pakistan,All-rounder,43.0,2.0,864.0,646.0,432.0,133.75,1.0,0.0,86.0,43.0,98.0,328.0,328.0,382.0,1.1646341463414633,6.99,21.0,20.0,0.0,0.0,"{'bowled': 1, 'caught': 30, 'caught and bowled': 3, 'lbw': 2, 'run out': 4}"
328,Salman Mirza,Pakistan,Bowler,2.0,1.0,3.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,3.0,174.0,174.0,165.0,0.9482758620689655,5.69,7.0,0.0,0.0,0.0,{'run out': 2}
329,Shadab Khan,Pakistan,All-rounder,49.0,3.0,687.0,503.0,229.0,136.58,1.0,0.0,47.0,35.0,52.0,2144.0,2144.0,2646.0,1.234141791044776,7.4,99.0,34.0,0.0,3.0,"{'bowled': 2, 'caught': 33, 'lbw': 1, 'run out': 4}"
330,Shaheen Shah Afridi,Pakistan,Bowler,34.0,2.0,300.0,243.0,150.0,123.46,0.0,0.0,16.0,23.0,33.0,2043.0,2043.0,2635.0,1.2897699461576113,7.74,89.0,21.0,0.0,1.0,"{'bowled': 3, 'caught': 11, 'caught and bowled': 2, 'lbw': 2, 'run out': 1, 'stumped': 1}"
331,Shakeel Ahmed,Oman,Bowler,22.0,2.0,232.0,244.0,116.0,95.08,0.0,0.0,15.0,9.0,45.0,882.0,882.0,951.0,1.0782312925170068,6.47,41.0,3.0,0.0,0.0,"{'bowled': 3, 'caught': 10, 'run out': 2}"
332,Shamim Hossain,Bangladesh,Bowler,32.0,2.0,495.0,409.0,247.5,121.03,1.0,0.0,43.0,18.0,51.0,97.0,97.0,119.0,1.2268041237113403,7.36,9.0,16.0,0.0,1.0,"{'bowled': 7, 'caught': 15, 'lbw': 1, 'run out': 2, 'stumped': 1}"
333,Shariz Ahmad,Netherlands,Bowler,7.0,2.0,65.0,67.0,32.5,97.01,0.0,0.0,5.0,0.0,16.0,171.0,171.0,227.0,1.327485380116959,7.96,12.0,1.0,0.0,0.0,"{'bowled': 1, 'caught': 3, 'run out': 1}"
334,Shayan Jahangir,United States of America,Batter,18.0,3.0,372.0,287.0,124.0,129.62,1.0,0.0,33.0,13.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,"{'bowled': 1, 'caught': 8, 'lbw': 4}"
335,Shoaib Khan,Oman,Batter,29.0,2.0,368.0,368.0,184.0,100.0,1.0,0.0,34.0,12.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"{'bowled': 3, 'caught': 17, 'lbw': 1, 'stumped': 1}"
336,Shoriful Islam,Bangladesh,Bowler,15.0,2.0,58.0,53.0,29.0,109.43,0.0,0.0,5.0,3.0,16.0,1055.0,1055.0,1402.0,1.328909952606635,7.97,49.0,9.0,0.0,3.0,"{'bowled': 4, 'caught': 8, 'run out': 1}"
337,Shubman Gill,India,Batter,32.0,2.0,814.0,601.0,407.0,135.44,0.0,1.0,87.0,26.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,"{'bowled': 5, 'caught': 13, 'caught and bowled': 1, 'lbw': 5, 'stumped': 3}"
338,Sikandar Raza,Zimbabwe,All-rounder,99.0,2.0,2283.0,1749.0,1141.5,130.53,0.0,1.0,169.0,114.0,133.0,1724.0,1724.0,1940.0,1.1252900232018561,6.75,92.0,37.0,0.0,2.0,"{'bowled': 13, 'caught': 66, 'caught and bowled': 1, 'lbw': 4, 'run out': 4, 'stumped': 3}"
339,Sompal Kami,Nepal,Bowler,45.0,2.0,354.0,336.0,177.0,105.36,0.0,0.0,23.0,15.0,40.0,1573.0,1573.0,1869.0,1.1881754609027337,7.13,81.0,23.0,0.0,3.0,"{'bowled': 7, 'caught': 16, 'caught and bowled': 1, 'lbw': 3, 'run out': 5, 'stumped': 1}"
340,Soumya Sarkar,Bangladesh,All-rounder,81.0,2.0,1434.0,1215.0,717.0,118.02,1.0,0.0,143.0,54.0,68.0,287.0,287.0,416.0,1.4494773519163764,8.7,26.0,43.0,0.0,2.0,"{'bowled': 13, 'caught': 45, 'caught and bowled': 6, 'lbw': 6, 'run out': 4, 'stumped': 4}"
341,Sufiyan Muqeem,Pakistan,Bowler,7.0,2.0,18.0,17.0,9.0,105.88,0.0,0.0,2.0,0.0,10.0,303.0,303.0,314.0,1.0363036303630364,6.22,15.0,3.0,0.0,0.0,"{'bowled': 2, 'caught': 1, 'run out': 1}"
342,Tom Banton,England,Batter,21.0,2.0,451.0,302.0,225.5,149.34,1.0,0.0,45.0,20.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,"{'bowled': 1, 'caught': 11, 'caught and bowled': 1, 'lbw': 5}"
343,Terrance Hinds,West Indies,Bowler,1.0,1.0,5.0,4.0,5.0,125.0,0.0,0.0,1.0,0.0,5.0,31.0,31.0,58.0,1.8709677419354838,11.23,2.0,0.0,0.0,0.0,{}
344,Tangeni Lungameni,Namibia,Bowler,4.0,2.0,16.0,11.0,8.0,145.45,0.0,0.0,3.0,0.0,12.0,771.0,771.0,938.0,1.2166018158236056,7.3,40.0,9.0,0.0,0.0,{'caught': 1}
345,Tadiwanashe Marumani,Zimbabwe,Batter,55.0,2.0,1156.0,943.0,578.0,122.59,1.0,0.0,118.0,41.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,"{'bowled': 9, 'caught': 30, 'caught and bowled': 2, 'lbw': 6, 'run out': 3, 'stumped': 2}"
346,Tony Munyonga,Zimbabwe,Bowler,28.0,2.0,343.0,330.0,171.5,103.94,0.0,0.0,26.0,7.0,44.0,81.0,81.0,64.0,0.7901234567901234,4.74,5.0,11.0,0.0,0.0,"{'bowled': 6, 'caught': 10, 'caught and bowled': 1, 'lbw': 3, 'run out': 2}"
347,Tashinga Musekiwa,Zimbabwe,Bowler,24.0,2.0,276.0,198.0,138.0,139.39,0.0,0.0,24.0,10.0,39.0,113.0,113.0,105.0,0.9292035398230089,5.58,5.0,8.0,0.0,1.0,"{'bowled': 1, 'caught': 9, 'lbw': 2}"
348,Tristan Stubbs,South Africa,All-rounder,34.0,2.0,799.0,617.0,399.5,129.5,1.0,0.0,68.0,30.0,76.0,13.0,13.0,41.0,3.1538461538461537,18.92,2.0,23.0,0.0,0.0,"{'bowled': 4, 'caught': 20, 'lbw': 3, 'stumped': 1}"
349,Tony de Zorzi,South Africa,Batter,2.0,1.0,40.0,28.0,40.0,142.86,0.0,0.0,5.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'caught': 1, 'stumped': 1}"
350,Tim Robinson,New Zealand,Batter,19.0,2.0,495.0,379.0,247.5,130.61,0.0,1.0,41.0,20.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"{'bowled': 6, 'caught': 8, 'caught and bowled': 2}"
351,Tim David,Australia,All-rounder,57.0,2.0,1594.0,971.0,797.0,164.16,0.0,1.0,126.0,102.0,102.0,169.0,169.0,257.0,1.5207100591715976,9.12,10.0,38.0,0.0,1.0,"{'bowled': 5, 'caught': 30, 'caught and bowled': 3, 'lbw': 2, 'run out': 2, 'stumped': 1}"
352,Tim Seifert,New Zealand,Batter,71.0,4.0,1864.0,1347.0,466.0,138.38,1.0,0.0,167.0,91.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,1.0,"{'bowled': 15, 'caught': 39, 'caught and bowled': 2, 'lbw': 3, 'run out': 2, 'stumped': 3}"
353,Travis Head,Australia,All-rounder,44.0,2.0,1197.0,784.0,598.5,152.68,1.0,0.0,129.0,55.0,91.0,37.0,37.0,56.0,1.5135135135135136,9.08,4.0,9.0,0.0,0.0,"{'bowled': 10, 'caught': 29, 'lbw': 1}"
354,Tony Ura,Papua New Guinea,Batter,50.0,2.0,1445.0,967.0,722.5,149.43,0.0,1.0,109.0,87.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,"{'bowled': 8, 'caught': 32, 'lbw': 2, 'stumped': 2}"
355,Tanvir Islam,Bangladesh,Bowler,3.0,1.0,12.0,17.0,12.0,70.59,0.0,0.0,1.0,0.0,8.0,103.0,103.0,140.0,1.3592233009708738,8.16,6.0,1.0,0.0,0.0,{'caught': 1}
356,Tanzid Hasan,Bangladesh,Batter,37.0,2.0,918.0,743.0,459.0,123.55,1.0,0.0,85.0,42.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,"{'bowled': 9, 'caught': 22, 'caught and bowled': 1, 'lbw': 1}"
357,Tanzim Hasan Sakib,Bangladesh,Bowler,20.0,2.0,187.0,174.0,93.5,107.47,1.0,0.0,12.0,8.0,50.0,763.0,763.0,1026.0,1.344692005242464,8.07,34.0,14.0,0.0,0.0,"{'bowled': 4, 'caught': 6, 'caught and bowled': 1, 'lbw': 1}"
358,Taskin Ahmed,Bangladesh,Bowler,36.0,2.0,221.0,224.0,110.5,98.66,0.0,0.0,19.0,8.0,31.0,1743.0,1743.0,2259.0,1.2960413080895008,7.78,78.0,7.0,0.0,1.0,"{'bowled': 4, 'caught': 7, 'hit wicket': 1, 'lbw': 3, 'run out': 6}"
359,Tayyab Tahir,Pakistan,Batter,4.0,2.0,84.0,66.0,42.0,127.27,0.0,0.0,7.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'caught': 2, 'caught and bowled': 1}"
360,Tilak Varma,India,All-rounder,32.0,2.0,970.0,691.0,485.0,140.38,0.0,1.0,73.0,53.0,120.0,46.0,46.0,45.0,0.9782608695652174,5.87,5.0,27.0,0.0,0.0,"{'bowled': 3, 'caught': 16, 'caught and bowled': 1}"
361,Towhid Hridoy,Bangladesh,Batter,45.0,2.0,982.0,833.0,491.0,117.89,1.0,0.0,62.0,36.0,63.0,2.0,2.0,5.0,2.5,15.0,0.0,17.0,0.0,1.0,"{'bowled': 6, 'caught': 23, 'caught and bowled': 1, 'lbw': 7, 'run out': 2}"
362,Usman Tariq,Pakistan,Bowler,12.0,2.0,99.0,104.0,49.5,95.19,0.0,0.0,9.0,1.0,32.0,537.0,537.0,658.0,1.2253258845437616,7.35,32.0,19.0,0.0,3.0,"{'bowled': 1, 'caught': 6, 'caught and bowled': 1, 'lbw': 1}"
363,Usman Khan,Pakistan,All-rounder,42.0,2.0,694.0,607.0,347.0,114.33,1.0,0.0,68.0,15.0,63.0,453.0,453.0,479.0,1.0573951434878588,6.34,23.0,12.0,3.0,1.0,"{'bowled': 8, 'caught': 23, 'lbw': 2, 'run out': 2, 'stumped': 1}"
364,Venkatesh Iyer,India,Bowler,7.0,2.0,133.0,88.0,66.5,151.14,0.0,0.0,15.0,5.0,35.0,56.0,56.0,75.0,1.3392857142857142,8.04,4.0,4.0,0.0,0.0,"{'bowled': 1, 'caught': 3}"
365,Vikramjit Singh,Netherlands,Bowler,27.0,2.0,400.0,362.0,200.0,110.5,1.0,0.0,33.0,17.0,52.0,102.0,102.0,169.0,1.6568627450980393,9.94,7.0,11.0,0.0,0.0,"{'bowled': 6, 'caught': 16, 'lbw': 3, 'run out': 1, 'stumped': 1}"
366,Wessley Madhevere,Zimbabwe,All-rounder,65.0,2.0,1164.0,1038.0,582.0,112.14,1.0,0.0,128.0,16.0,73.0,422.0,422.0,487.0,1.1540284360189574,6.92,35.0,26.0,0.0,0.0,"{'bowled': 13, 'caught': 32, 'caught and bowled': 2, 'hit wicket': 1, 'lbw': 5, 'retired hurt': 1, 'run out': 5}"
367,Will Jacks,England,Bowler,25.0,2.0,401.0,306.0,200.5,131.05,0.0,0.0,41.0,15.0,40.0,50.0,50.0,79.0,1.58,9.48,7.0,9.0,0.0,0.0,"{'bowled': 4, 'caught': 17, 'lbw': 1, 'run out': 1}"
368,Avishka Fernando,Sri Lanka,Batter,37.0,3.0,377.0,421.0,125.66666666666667,89.55,0.0,0.0,28.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"{'bowled': 4, 'caught': 19, 'caught and bowled': 4, 'lbw': 3, 'run out': 3, 'stumped': 1}"
369,Wellington Masakadza,Zimbabwe,Bowler,35.0,2.0,214.0,246.0,107.0,86.99,0.0,0.0,13.0,5.0,34.0,1099.0,1099.0,1323.0,1.2038216560509554,7.22,60.0,33.0,0.0,0.0,"{'bowled': 6, 'caught': 9, 'lbw': 3, 'run out': 6, 'stumped': 1}"
370,Washington Sundar,India,Bowler,22.0,2.0,254.0,201.0,127.0,126.37,1.0,0.0,21.0,13.0,50.0,938.0,938.0,1052.0,1.1215351812366738,6.73,49.0,15.0,0.0,0.0,"{'bowled': 3, 'caught': 9, 'caught and bowled': 1, 'run out': 2}"
371,Xavier Bartlett,Australia,Bowler,7.0,2.0,18.0,28.0,9.0,64.29,0.0,0.0,2.0,0.0,9.0,310.0,310.0,389.0,1.2548387096774194,7.53,15.0,8.0,0.0,0.0,"{'bowled': 2, 'caught': 1, 'caught and bowled': 1, 'run out': 1}"
372,Yashasvi Jaiswal,India,Batter,20.0,2.0,651.0,412.0,325.5,158.01,0.0,1.0,77.0,32.0,100.0,6.0,6.0,11.0,1.8333333333333333,11.0,1.0,15.0,0.0,0.0,"{'bowled': 1, 'caught': 14, 'caught and bowled': 1, 'lbw': 1, 'stumped': 1}"
373,Yuzvendra Chahal,India,Bowler,6.0,2.0,6.0,13.0,3.0,46.15,0.0,0.0,0.0,0.0,3.0,1820.0,1820.0,2431.0,1.3357142857142856,8.01,79.0,12.0,0.0,0.0,"{'bowled': 1, 'caught': 1}"
374,Zane Green,Namibia,Batter,47.0,2.0,618.0,577.0,309.0,107.11,1.0,0.0,53.0,13.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7.0,1.0,"{'bowled': 6, 'caught': 15, 'caught and bowled': 3, 'hit wicket': 1, 'lbw': 6, 'run out': 1, 'stumped': 1}"
375,Zakary Foulkes,New Zealand,Bowler,8.0,2.0,60.0,47.0,30.0,127.66,0.0,0.0,3.0,2.0,27.0,359.0,359.0,481.0,1.33983286908078,8.04,16.0,2.0,0.0,1.0,"{'bowled': 1, 'caught': 1, 'caught and bowled': 1, 'run out': 1}"
376,Zeeshan Maqsood,Oman,All-rounder,55.0,3.0,1192.0,1022.0,397.3333333333333,116.63,0.0,1.0,119.0,42.0,102.0,1011.0,1011.0,1096.0,1.0840751730959446,6.5,57.0,11.0,0.0,0.0,"{'bowled': 2, 'caught': 37, 'caught and bowled': 4, 'lbw': 1, 'run out': 2}"
