id,player_full_name,team,role,matches_played,innings_batted,runs,balls_faced,batting_average,strike_rate,fifties,hundreds,fours,sixes,highest_score,wickets,balls_bowled,runs_conceded,bowling_average,economy,five_wicket_hauls,catches,stumpings,run_outs,dismissal_breakdown
99,Fakhar Zaman,Pakistan,Batter,96.0,2.0,2178.0,1693.0,1089.0,128.65,1.0,0.0,207.0,84.0,91.0,6.0,6.0,12.0,2.0,12.0,1.0,52.0,0.0,0.0,"{'bowled': 12, 'caught': 67, 'caught and bowled': 1, 'lbw': 4, 'run out': 5, 'stumped': 2}"
100,Fayyaz Butt,Oman,Bowler,19.0,2.0,147.0,149.0,73.5,98.66,0.0,0.0,11.0,4.0,25.0,856.0,856.0,1086.0,1.2686915887850467,7.61,42.0,6.0,0.0,0.0,"{'bowled': 2, 'caught': 5, 'run out': 3, 'stumped': 1}"
101,Gerald Coetzee,South Africa,Bowler,12.0,2.0,110.0,86.0,55.0,127.91,0.0,0.0,8.0,6.0,23.0,294.0,294.0,462.0,1.5714285714285714,9.43,13.0,2.0,0.0,0.0,"{'caught': 9, 'run out': 1}"
102,Gudakesh Motie,West Indies,Bowler,20.0,2.0,166.0,138.0,83.0,120.29,0.0,0.0,11.0,11.0,33.0,732.0,732.0,978.0,1.3360655737704918,8.02,37.0,10.0,0.0,0.0,"{'bowled': 1, 'caught': 9, 'run out': 2, 'stumped': 1}"
103,Glenn Phillips,New Zealand,All-rounder,73.0,2.0,1911.0,1383.0,955.5,138.18,0.0,1.0,136.0,91.0,108.0,133.0,133.0,160.0,1.2030075187969924,7.22,13.0,50.0,2.0,1.0,"{'bowled': 14, 'caught': 38, 'caught and bowled': 3, 'lbw': 5, 'run out': 1}"
104,George Linde,South Africa,Bowler,20.0,2.0,270.0,206.0,135.0,131.07,0.0,0.0,17.0,14.0,48.0,480.0,480.0,581.0,1.2104166666666667,7.26,25.0,8.0,0.0,0.0,"{'bowled': 5, 'caught': 9, 'lbw': 2, 'run out': 1}"
105,GH Dockrell,Ireland,All-rounder,76.0,2.0,935.0,729.0,467.5,128.26,1.0,0.0,67.0,36.0,53.0,1223.0,1223.0,1414.0,1.1561733442354865,6.94,71.0,46.0,0.0,1.0,"{'bowled': 14, 'caught': 29, 'caught and bowled': 3, 'lbw': 2, 'run out': 5}"
106,Graham Hume,Ireland,Bowler,4.0,2.0,37.0,30.0,18.5,123.33,0.0,0.0,2.0,2.0,20.0,174.0,174.0,262.0,1.5057471264367817,9.03,9.0,1.0,0.0,0.0,{'lbw': 1}
107,Glenn Maxwell,Australia,All-rounder,111.0,3.0,2723.0,1829.0,907.6666666666666,148.88,0.0,1.0,228.0,143.0,145.0,1095.0,1095.0,1491.0,1.3616438356164384,8.17,82.0,60.0,0.0,2.0,"{'bowled': 18, 'caught': 68, 'lbw': 5, 'run out': 3, 'stumped': 2}"
108,Ross Adair,Ireland,Batter,13.0,2.0,375.0,277.0,187.5,135.38,0.0,1.0,31.0,24.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"{'bowled': 6, 'caught': 7}"
109,Gavin Main,Scotland,Bowler,3.0,2.0,12.0,17.0,6.0,70.59,0.0,0.0,2.0,0.0,12.0,263.0,263.0,355.0,1.349809885931559,8.1,14.0,3.0,0.0,0.0,{'lbw': 1}
110,Gajanand Singh,United States of America,Bowler,10.0,2.0,44.0,47.0,22.0,93.62,0.0,0.0,4.0,1.0,13.0,302.0,302.0,408.0,1.3509933774834437,8.11,17.0,9.0,0.0,0.0,"{'bowled': 1, 'caught': 2, 'run out': 2}"
111,Gulshan Jha,Nepal,All-rounder,38.0,3.0,595.0,435.0,198.33333333333334,136.78,1.0,0.0,32.0,43.0,55.0,544.0,544.0,639.0,1.1746323529411764,7.05,33.0,16.0,0.0,2.0,"{'bowled': 8, 'caught': 14, 'lbw': 2, 'run out': 4}"
112,Hiri Hiri,Papua New Guinea,Bowler,16.0,2.0,261.0,256.0,130.5,101.95,1.0,0.0,22.0,7.0,53.0,24.0,24.0,13.0,0.5416666666666666,3.25,3.0,8.0,0.0,0.0,"{'bowled': 2, 'caught': 9, 'lbw': 1}"
113,Heinrich Klaasen,South Africa,Batter,53.0,2.0,1000.0,730.0,500.0,136.99,1.0,0.0,72.0,52.0,81.0,6.0,6.0,14.0,2.3333333333333335,14.0,1.0,33.0,5.0,1.0,"{'bowled': 3, 'caught': 36, 'lbw': 3, 'run out': 1}"
114,Henry Ssenyondo,Uganda,Bowler,13.0,2.0,25.0,51.0,12.5,49.02,0.0,0.0,0.0,0.0,5.0,1635.0,1635.0,1484.0,0.9076452599388379,5.45,78.0,6.0,0.0,0.0,"{'bowled': 2, 'caught': 2, 'lbw': 1, 'run out': 1}"
115,Harsh Thaker,Canada,All-rounder,36.0,2.0,646.0,539.0,323.0,119.85,1.0,0.0,35.0,28.0,53.0,715.0,715.0,728.0,1.018181818181818,6.11,39.0,10.0,0.0,0.0,"{'bowled': 6, 'caught': 15, 'caught and bowled': 1, 'lbw': 5, 'run out': 2}"
116,Harry Brook,England,Batter,43.0,2.0,1005.0,683.0,502.5,147.14,1.0,0.0,82.0,46.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,"{'bowled': 8, 'caught': 22, 'caught and bowled': 1, 'lbw': 1}"
117,Rassie van der Dussen,South Africa,Batter,53.0,3.0,1407.0,1130.0,469.0,124.51,1.0,0.0,89.0,62.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,"{'bowled': 5, 'caught': 30, 'caught and bowled': 3, 'lbw': 2, 'run out': 2}"
118,George Munsey,Scotland,Batter,74.0,2.0,2212.0,1603.0,1106.0,137.99,0.0,1.0,233.0,102.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,"{'bowled': 11, 'caught': 43, 'caught and bowled': 3, 'lbw': 9, 'run out': 2, 'stumped': 1}"
119,Hardik Pandya,India,All-rounder,92.0,2.0,1793.0,1332.0,896.5,134.61,1.0,0.0,133.0,92.0,71.0,1978.0,1978.0,2630.0,1.3296258847320526,7.98,106.0,53.0,0.0,1.0,"{'bowled': 6, 'caught': 50, 'caught and bowled': 2, 'hit wicket': 1, 'lbw': 4, 'run out': 4}"
120,Harry Tector,Ireland,All-rounder,68.0,2.0,1308.0,1141.0,654.0,114.64,1.0,0.0,105.0,31.0,64.0,182.0,182.0,196.0,1.0769230769230769,6.46,13.0,47.0,0.0,3.0,"{'bowled': 9, 'caught': 34, 'lbw': 8, 'run out': 4, 'stumped': 3}"
121,Hamza Tahir,Scotland,Bowler,2.0,2.0,3.0,7.0,1.5,42.86,0.0,0.0,0.0,0.0,3.0,351.0,351.0,485.0,1.3817663817663817,8.29,15.0,4.0,0.0,0.0,{'bowled': 1}
122,Haris Rauf,Pakistan,Bowler,28.0,2.0,109.0,111.0,54.5,98.2,0.0,0.0,8.0,5.0,13.0,1983.0,1983.0,2734.0,1.3787191124558749,8.27,88.0,25.0,0.0,0.0,"{'bowled': 3, 'caught': 8, 'run out': 5}"
123,Harmeet Singh,United States of America,Bowler,18.0,3.0,235.0,165.0,78.33333333333333,142.42,0.0,0.0,12.0,15.0,38.0,542.0,542.0,611.0,1.1273062730627306,6.76,24.0,5.0,0.0,0.0,"{'caught': 10, 'caught and bowled': 1, 'lbw': 1, 'run out': 1}"
124,Harshit Rana,India,Bowler,2.0,1.0,48.0,43.0,48.0,111.63,0.0,0.0,3.0,2.0,35.0,80.0,80.0,140.0,1.75,10.5,4.0,2.0,0.0,0.0,{'caught': 1}
125,Hasan Mahmud,Bangladesh,Bowler,9.0,2.0,50.0,52.0,25.0,96.15,0.0,0.0,0.0,4.0,26.0,537.0,537.0,687.0,1.2793296089385475,7.68,25.0,8.0,0.0,0.0,"{'caught': 1, 'run out': 1}"
126,Haseebullah Khan,Pakistan,Batter,3.0,2.0,36.0,30.0,18.0,120.0,0.0,0.0,4.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,{'caught': 3}
127,Mehidy Hasan,Bangladesh,Bowler,4.0,2.0,23.0,34.0,11.5,67.65,0.0,0.0,0.0,1.0,9.0,78.0,78.0,101.0,1.294871794871795,7.77,4.0,1.0,0.0,0.0,"{'caught': 1, 'caught and bowled': 1}"
128,Hasan Nawaz,Pakistan,Batter,21.0,2.0,424.0,277.0,212.0,153.07,0.0,1.0,22.0,33.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,"{'bowled': 1, 'caught': 15, 'caught and bowled': 2, 'lbw': 1}"
129,Hussain Talat,Pakistan,Bowler,22.0,2.0,441.0,401.0,220.5,109.98,1.0,0.0,41.0,5.0,63.0,79.0,79.0,108.0,1.3670886075949367,8.2,7.0,9.0,0.0,0.0,"{'bowled': 3, 'caught': 14, 'run out': 1, 'stumped': 2}"
130,Ish Sodhi,New Zealand,Bowler,38.0,2.0,208.0,208.0,104.0,100.0,0.0,0.0,12.0,10.0,19.0,2687.0,2687.0,3516.0,1.3085225158168963,7.85,123.0,28.0,0.0,0.0,"{'bowled': 6, 'caught': 14, 'caught and bowled': 2, 'lbw': 2, 'run out': 2, 'stumped': 1}"
131,Irfan Khan,Pakistan,Batter,11.0,2.0,189.0,145.0,94.5,130.34,0.0,0.0,20.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"{'caught': 6, 'run out': 1}"
132,Ishan Kishan,India,Batter,32.0,2.0,796.0,669.0,398.0,118.98,1.0,0.0,79.0,36.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,3.0,"{'bowled': 6, 'caught': 22, 'lbw': 2, 'run out': 1}"
133,Jewel Andrew,West Indies,Batter,5.0,1.0,78.0,82.0,78.0,95.12,0.0,0.0,5.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'bowled': 1, 'caught': 4}"
134,Johnson Charles,West Indies,Batter,61.0,2.0,1403.0,1136.0,701.5,123.5,0.0,1.0,148.0,67.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,"{'bowled': 15, 'caught': 34, 'caught and bowled': 2, 'lbw': 6, 'run out': 2, 'stumped': 2}"
135,Jake Fraser-McGurk,Australia,Batter,8.0,2.0,115.0,88.0,57.5,130.68,1.0,0.0,16.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,{'caught': 8}
136,Jack Jarvis,Scotland,Bowler,7.0,1.0,60.0,68.0,60.0,88.24,0.0,0.0,4.0,1.0,21.0,141.0,141.0,194.0,1.375886524822695,8.26,8.0,1.0,0.0,0.0,"{'bowled': 1, 'caught': 3, 'lbw': 1, 'stumped': 1}"
137,John Kariko,Papua New Guinea,Bowler,6.0,2.0,14.0,24.0,7.0,58.33,0.0,0.0,0.0,1.0,9.0,412.0,412.0,368.0,0.8932038834951457,5.36,19.0,6.0,0.0,0.0,"{'bowled': 1, 'run out': 2}"
138,Josh Little,Ireland,Bowler,23.0,2.0,123.0,144.0,61.5,85.42,0.0,0.0,10.0,3.0,22.0,1268.0,1268.0,1534.0,1.2097791798107256,7.26,54.0,13.0,0.0,0.0,"{'bowled': 4, 'caught': 2, 'run out': 3}"
139,Janith Liyanage,Sri Lanka,Batter,4.0,2.0,30.0,47.0,15.0,63.83,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'bowled': 1, 'caught': 1, 'run out': 1}"
140,Jamie Overton,England,Bowler,9.0,2.0,54.0,52.0,27.0,103.85,0.0,0.0,4.0,1.0,19.0,205.0,205.0,273.0,1.3317073170731708,7.99,11.0,6.0,0.0,0.0,"{'bowled': 4, 'caught': 2}"
141,Jacob Duffy,New Zealand,Bowler,9.0,2.0,24.0,29.0,12.0,82.76,0.0,0.0,2.0,0.0,8.0,750.0,750.0,887.0,1.1826666666666668,7.1,35.0,12.0,0.0,0.0,{'caught': 4}
